Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_363,Tunnel,Los Angeles,2020-12-20,2023-12-08,48443819,60260115.51,11816296.51,684,1083.39,399.39,0.1136,4.9213,337.30,-3.90,39.41,Stormy,176,12671.47,274.39,3875,43.92,2,7.71,56.37,1,86.99,High
PJT_364,Bridge,Los Angeles,2020-12-21,2023-01-05,2551389,3813735.60,1262346.60,376,745.26,369.26,1.4167,2.6647,163.81,20.81,51.77,Rainy,214,35289.49,685.03,6292,65.95,6,3.47,84.01,0,42.53,High
PJT_365,Tunnel,Seattle,2020-12-22,2021-10-13,29189888,34913052.53,5723164.53,228,295.30,67.30,0.7009,1.9593,200.62,38.41,76.54,Cloudy,300,36029.70,962.00,5095,51.81,5,3.80,81.30,1,53.20,High
PJT_366,Tunnel,Chicago,2020-12-23,2024-05-12,17804695,17994311.76,189616.76,821,1236.58,415.58,0.9998,4.7940,424.63,35.19,56.38,Cloudy,291,8280.99,639.97,8184,85.85,7,6.21,54.28,1,13.00,High
PJT_367,Building,Houston,2020-12-24,2021-09-12,30656642,27149912.71,-3506729.29,310,262.86,-47.14,1.2604,2.1592,95.82,-6.93,23.65,Rainy,152,9312.36,776.77,4819,91.87,9,1.10,69.20,0,89.19,High
PJT_368,Bridge,Houston,2020-12-25,2023-02-24,46350566,62985966.73,16635400.73,527,791.99,264.99,0.9627,1.6410,136.62,-4.35,61.66,Snowy,201,40523.74,274.25,3064,78.24,4,4.20,74.07,0,26.73,High
PJT_369,Dam,Houston,2020-12-26,2021-08-11,40226627,45588888.00,5362261.00,241,228.67,-12.33,1.9235,3.7719,190.03,38.69,74.28,Cloudy,170,18890.35,408.61,7042,98.22,8,6.28,83.92,1,55.64,High
PJT_370,Bridge,Houston,2020-12-27,2022-12-11,14446730,18294769.89,3848039.89,612,714.22,102.22,0.4824,0.3420,135.21,16.16,68.43,Rainy,203,36158.62,866.81,6499,76.97,6,3.96,55.24,0,91.95,High
PJT_371,Road,Seattle,2020-12-28,2022-03-14,47521244,47505947.23,-15296.77,183,441.55,258.55,1.2854,1.1951,380.56,42.39,43.21,Rainy,102,23014.07,843.48,1110,61.77,1,4.22,77.73,1,49.64,High
PJT_372,Bridge,Los Angeles,2020-12-29,2022-10-20,14362909,14055345.20,-307563.80,224,660.91,436.91,0.4309,4.4269,373.48,8.69,58.82,Cloudy,100,5967.14,858.59,2657,41.26,2,4.41,89.37,1,94.25,High
PJT_373,Building,New York,2020-12-30,2022-06-23,25988002,33254004.76,7266002.76,425,540.91,115.91,1.8882,4.8855,498.96,38.49,81.49,Snowy,80,11499.45,931.74,4107,51.50,6,7.25,65.90,1,67.25,High
PJT_374,Tunnel,Chicago,2020-12-31,2023-03-12,36934672,38457074.30,1522402.30,781,801.22,20.22,0.3823,1.2359,333.26,5.40,28.85,Stormy,297,31283.70,540.09,2333,87.08,9,1.58,75.43,0,68.06,High
PJT_375,Bridge,Los Angeles,2021-01-01,2023-06-05,13012387,13782525.60,770138.60,690,885.01,195.01,0.8104,3.4725,372.04,17.21,38.78,Rainy,213,46453.34,625.58,1599,52.43,3,5.07,61.72,1,48.25,High
PJT_376,Road,Chicago,2021-01-02,2023-01-27,26105919,26509099.00,403180.00,340,755.81,415.81,0.2610,3.7581,182.77,18.54,36.11,Snowy,169,28051.79,402.74,8391,68.05,6,4.31,74.88,0,12.22,High
PJT_377,Road,Seattle,2021-01-03,2022-12-17,25098318,36040163.17,10941845.17,451,713.04,262.04,0.6596,2.5088,295.99,-5.70,39.35,Cloudy,75,10336.45,424.21,9946,52.02,3,7.08,62.50,0,79.16,High
PJT_378,Building,Seattle,2021-01-04,2024-06-03,49062385,65296326.22,16233941.22,798,1246.94,448.94,1.8335,0.0427,184.76,35.23,74.82,Rainy,292,23259.13,621.96,1194,68.32,8,9.90,97.57,1,30.48,High
PJT_379,Dam,New York,2021-01-05,2022-09-09,38085381,51127866.14,13042485.14,419,612.39,193.39,1.4728,2.3070,406.36,7.22,33.15,Rainy,103,24740.64,867.65,1493,62.48,9,8.86,65.28,1,54.98,High
PJT_380,Building,Los Angeles,2021-01-06,2022-07-12,47020762,62970534.53,15949772.53,410,552.15,142.15,1.5494,3.4526,184.84,22.28,59.73,Snowy,286,11261.06,979.52,6410,74.09,9,9.22,78.69,1,44.32,High
PJT_381,Road,Houston,2021-01-07,2023-05-08,32861789,30253053.63,-2608735.37,727,851.81,124.81,1.1821,2.2577,452.63,-4.87,27.30,Stormy,95,6442.66,720.12,9005,41.61,3,1.63,98.15,0,30.97,Medium
PJT_382,Bridge,Houston,2021-01-08,2022-08-26,35798072,30685413.11,-5112658.89,645,595.45,-49.55,0.7209,4.5491,226.00,44.43,29.04,Rainy,172,38441.42,450.09,4382,47.80,3,3.79,90.89,1,24.29,Low
PJT_383,Bridge,Los Angeles,2021-01-09,2023-03-28,49101757,63593814.24,14492057.24,781,808.58,27.58,0.6233,0.0372,114.21,-6.48,47.95,Cloudy,184,19800.12,612.31,9043,67.61,9,1.35,54.56,0,92.70,High
PJT_384,Building,Los Angeles,2021-01-10,2023-04-14,12752526,14280078.31,1527552.31,580,824.90,244.90,0.4412,3.0887,244.43,11.16,66.14,Stormy,74,22709.81,951.12,4927,93.13,2,3.46,81.40,0,92.47,High
PJT_385,Dam,New York,2021-01-11,2023-11-23,38099383,35386703.35,-2712679.65,601,1046.97,445.97,0.8006,3.7770,276.98,32.87,48.71,Cloudy,114,14331.74,140.17,1437,44.39,7,4.43,87.30,0,45.70,High
PJT_386,Tunnel,Los Angeles,2021-01-12,2022-08-27,10159056,10795233.72,636177.72,297,592.82,295.82,1.5225,2.4238,80.71,20.16,36.96,Rainy,85,26185.45,351.23,3643,50.24,0,6.46,58.86,1,76.73,High
PJT_387,Dam,Houston,2021-01-13,2024-04-18,46458413,47741314.32,1282901.32,867,1191.70,324.70,0.9373,0.8897,371.49,39.10,57.26,Rainy,228,7149.02,671.31,9566,78.46,1,4.52,65.42,1,10.42,High
PJT_388,Road,Seattle,2021-01-14,2022-07-21,17008170,16667848.41,-340321.59,435,553.56,118.56,0.1305,0.1397,56.55,35.13,67.60,Snowy,106,48143.54,186.94,3750,83.44,0,4.74,55.38,0,60.58,Medium
PJT_389,Dam,Chicago,2021-01-15,2023-04-02,27512290,40176199.79,12663909.79,392,807.19,415.19,0.3295,1.0689,210.46,-0.45,48.15,Sunny,53,22513.40,512.90,2081,79.48,4,6.85,68.45,1,29.67,High
PJT_390,Building,Chicago,2021-01-16,2024-02-22,7832594,10285333.38,2452739.38,691,1132.04,441.04,1.6034,4.6111,306.14,3.86,26.63,Sunny,211,36334.19,710.11,3177,59.92,5,9.80,83.32,1,11.59,High
PJT_391,Bridge,New York,2021-01-17,2023-02-17,16597809,19539322.98,2941513.98,571,761.84,190.84,1.4388,0.0665,59.55,31.74,28.68,Cloudy,238,24282.40,319.19,2300,43.60,5,5.49,60.10,0,67.78,High
PJT_392,Dam,Chicago,2021-01-18,2023-08-21,23058002,21611655.57,-1446346.43,634,945.81,311.81,0.7033,3.9349,67.82,33.55,49.04,Sunny,242,6066.20,862.24,6427,60.56,3,5.85,95.33,0,32.35,High
PJT_393,Dam,Chicago,2021-01-19,2023-02-24,13317528,15149148.60,1831620.60,570,766.38,196.38,0.1115,4.3493,81.49,0.59,64.41,Cloudy,290,14189.90,182.58,9992,89.87,3,3.13,53.91,1,38.03,High
PJT_394,Dam,Seattle,2021-01-20,2022-10-09,17708055,18540607.35,832552.35,614,627.51,13.51,1.1952,4.8386,140.63,37.43,53.68,Sunny,151,21997.29,523.64,7925,70.32,6,7.84,90.98,1,11.78,High
PJT_395,Road,New York,2021-01-21,2022-08-31,21148198,26157554.43,5009356.43,265,587.19,322.19,0.3903,3.6332,165.78,15.50,51.75,Rainy,193,32271.14,164.75,3238,82.89,3,2.39,59.48,1,55.06,High
PJT_396,Building,New York,2021-01-22,2023-10-23,27484492,40699591.32,13215099.32,594,1004.62,410.62,0.8090,2.4478,338.47,22.36,48.62,Snowy,285,10601.49,938.92,3660,51.65,6,9.61,88.56,1,41.37,High
PJT_397,Road,Los Angeles,2021-01-23,2023-05-16,26859270,39006030.83,12146760.83,893,843.58,-49.42,1.4978,1.2118,65.53,34.72,64.17,Snowy,228,34955.40,233.10,8462,96.66,2,3.29,80.11,0,85.74,High
PJT_398,Tunnel,Houston,2021-01-24,2022-07-13,26793139,29699752.47,2906613.47,274,535.53,261.53,1.2137,4.5050,283.34,0.39,49.61,Rainy,114,36132.66,550.58,9735,79.51,6,6.27,86.70,1,93.19,High
PJT_399,Tunnel,Houston,2021-01-25,2023-12-15,24111810,33256170.88,9144360.88,831,1054.48,223.48,0.6111,1.0476,386.73,28.45,20.45,Cloudy,258,27127.55,187.18,7845,71.50,4,7.60,58.53,0,73.36,High
PJT_400,Dam,New York,2021-01-26,2022-08-01,8397963,9598279.73,1200316.73,366,552.39,186.39,1.6473,0.9282,76.54,0.05,73.14,Sunny,280,44222.70,496.66,2789,92.10,2,1.72,54.29,1,15.78,High
PJT_401,Tunnel,Chicago,2021-01-27,2022-09-12,46151151,62043153.84,15892002.84,420,593.29,173.29,0.1181,1.3304,479.85,26.59,75.24,Snowy,74,14498.08,812.61,7154,76.18,4,9.39,73.66,1,48.65,High
PJT_402,Building,Los Angeles,2021-01-27,2023-05-31,25240434,32365830.87,7125396.87,502,854.93,352.93,0.8190,0.2862,210.21,8.16,27.01,Rainy,272,36423.87,752.70,3275,41.54,1,8.82,63.97,1,83.35,High
PJT_403,Building,New York,2021-01-28,2024-01-29,32890093,38964699.16,6074606.16,813,1096.68,283.68,1.3544,0.0156,337.13,41.81,42.55,Sunny,273,7058.94,826.80,6333,80.68,3,6.46,70.01,0,17.32,High
PJT_404,Road,New York,2021-01-29,2024-06-10,7741469,10275101.10,2533632.10,854,1228.26,374.26,0.6583,0.9754,114.42,18.60,60.03,Stormy,58,10753.76,817.14,5937,89.94,8,9.88,73.34,1,95.95,High
PJT_405,Road,Chicago,2021-01-30,2022-05-19,12437565,16661537.92,4223972.92,426,474.98,48.98,1.3535,0.4472,245.70,29.37,31.22,Sunny,281,22257.04,352.32,5220,79.96,1,6.99,96.14,0,54.28,Medium
PJT_406,Building,Seattle,2021-01-31,2024-01-31,41310913,36850721.14,-4460191.86,769,1095.16,326.16,0.7521,4.5508,384.34,29.88,65.77,Stormy,297,43526.35,827.60,4662,55.55,4,1.79,54.46,1,94.35,High
PJT_407,Tunnel,Chicago,2021-02-01,2022-07-29,22030058,32387370.86,10357312.86,556,543.53,-12.47,1.1961,0.0084,77.85,19.46,79.30,Rainy,131,39707.64,817.77,3069,71.19,9,6.32,55.33,1,86.71,High
PJT_408,Building,Seattle,2021-02-02,2023-05-29,34543202,44629388.63,10086186.63,483,846.72,363.72,0.3801,1.4170,386.18,36.70,77.94,Snowy,203,19406.27,552.14,3022,56.41,9,5.30,91.43,0,73.37,High
PJT_409,Road,Houston,2021-02-03,2022-07-09,49101372,48458070.65,-643301.35,521,521.93,0.93,1.4921,4.0521,365.18,-7.11,80.58,Cloudy,269,26937.71,452.63,3608,99.46,8,4.53,71.12,0,41.35,High
PJT_410,Road,New York,2021-02-04,2022-05-02,19994484,20665032.09,670548.09,253,452.76,199.76,1.8538,3.5055,296.60,-4.65,42.64,Stormy,271,41228.23,864.83,5981,67.45,2,6.19,72.09,0,90.75,High
PJT_411,Dam,Seattle,2021-02-05,2022-12-26,1612872,1750686.68,137814.68,380,689.72,309.72,1.7267,0.5097,403.47,37.21,46.36,Rainy,223,42874.70,933.39,2573,61.34,7,2.62,52.62,0,68.51,High
PJT_412,Bridge,New York,2021-02-06,2022-09-13,28111578,28371628.43,260050.43,332,584.30,252.30,0.3257,1.9832,186.21,22.79,32.07,Rainy,248,36130.77,815.79,2468,86.66,6,3.48,82.66,0,20.80,High
PJT_413,Tunnel,Houston,2021-02-07,2023-09-04,35208642,35075122.94,-133519.06,680,939.95,259.95,1.2150,4.9367,265.77,28.15,26.62,Stormy,96,22278.19,999.96,8105,57.90,2,1.89,53.17,1,81.57,High
PJT_414,Dam,New York,2021-02-08,2023-05-16,38316565,52928619.56,14612054.56,897,827.47,-69.53,1.5886,2.6504,78.77,36.04,57.73,Snowy,242,38884.47,969.11,2922,50.84,9,7.26,50.27,0,38.29,High
PJT_415,Tunnel,Seattle,2021-02-09,2023-04-17,11818637,10720491.84,-1098145.16,768,797.30,29.30,0.5878,3.7653,88.07,-3.14,40.90,Stormy,93,24037.31,950.71,1001,54.90,0,9.52,75.97,1,69.32,High
PJT_416,Road,Seattle,2021-02-10,2023-09-17,22000782,26175057.89,4174275.89,770,949.93,179.93,1.9734,1.7606,292.19,1.54,26.93,Snowy,110,6653.03,227.50,4526,97.45,9,5.97,79.59,0,75.62,High
PJT_417,Road,Houston,2021-02-11,2023-04-20,26620977,33871195.06,7250218.06,743,798.13,55.13,0.4103,2.2803,475.13,27.21,85.81,Cloudy,187,14169.33,666.61,5413,99.72,3,7.43,78.18,0,56.03,High
PJT_418,Dam,New York,2021-02-12,2022-04-12,30100224,32999243.87,2899019.87,337,424.67,87.67,1.9316,1.2375,171.56,19.23,67.88,Rainy,66,19821.09,180.08,6464,86.68,2,8.82,61.29,1,43.94,High
PJT_419,Dam,New York,2021-02-13,2022-10-27,9288179,8955898.04,-332280.96,287,621.85,334.85,1.4838,1.5327,419.60,16.93,57.03,Stormy,271,17689.85,343.95,2623,93.79,2,3.86,87.59,1,82.55,High
PJT_420,Bridge,Chicago,2021-02-14,2024-05-04,28021468,32503788.04,4482320.04,788,1175.47,387.47,0.3424,0.0475,281.10,-1.45,28.85,Rainy,195,38094.01,147.58,7064,82.45,3,7.10,70.91,0,49.51,High
PJT_421,Building,New York,2021-02-15,2023-03-23,29706828,35303194.28,5596366.28,694,766.01,72.01,1.4651,4.6191,152.94,24.96,26.09,Sunny,154,39676.03,860.72,2302,44.60,3,9.50,58.26,1,76.91,High
PJT_422,Bridge,New York,2021-02-16,2022-10-28,29453059,37996551.74,8543492.74,190,619.95,429.95,1.8716,0.6821,274.01,27.68,67.37,Stormy,228,10611.12,112.51,4115,94.65,0,7.43,85.13,0,31.98,High
PJT_423,Bridge,Chicago,2021-02-17,2022-05-27,12310013,15860705.88,3550692.88,223,464.91,241.91,1.7757,2.6176,151.28,-5.87,78.76,Stormy,140,47861.76,480.45,7211,50.23,1,4.04,83.95,0,86.57,High
PJT_424,Tunnel,Los Angeles,2021-02-18,2022-12-12,18767124,18551168.15,-215955.85,486,662.06,176.06,1.5022,2.8442,147.86,6.77,85.32,Stormy,261,45203.80,941.87,8999,43.45,0,6.54,66.43,0,10.46,High
PJT_425,Dam,New York,2021-02-19,2022-06-01,29910754,34990496.68,5079742.68,543,467.70,-75.30,0.2610,2.5716,119.17,-3.19,54.12,Cloudy,246,34548.51,303.49,7477,62.46,5,4.86,59.11,0,19.78,High
PJT_426,Road,New York,2021-02-20,2022-01-25,30122573,25717949.23,-4404623.77,345,339.13,-5.87,1.7788,3.5461,99.80,5.67,29.36,Rainy,240,19904.61,128.45,4260,96.90,4,2.07,74.45,0,71.36,Low
PJT_427,Dam,Los Angeles,2021-02-21,2023-04-06,27095181,25345414.46,-1749766.54,589,774.99,185.99,1.9196,3.9636,106.76,8.93,20.96,Cloudy,63,35523.96,407.93,1131,66.06,4,3.54,54.13,0,65.59,High
PJT_428,Bridge,Seattle,2021-02-22,2022-07-11,8718860,12308488.11,3589628.11,435,504.00,69.00,1.9891,1.2368,419.27,0.91,69.45,Snowy,229,37870.55,649.99,4091,99.55,9,6.66,57.44,1,46.12,High
PJT_429,Building,Seattle,2021-02-23,2022-06-12,42370424,41513197.05,-857226.95,329,474.94,145.94,1.7423,1.9018,286.24,28.51,88.61,Cloudy,136,24173.41,155.21,7997,78.63,4,1.99,68.18,0,74.04,Medium
PJT_430,Dam,Los Angeles,2021-02-24,2021-10-26,1035965,915673.83,-120291.17,228,244.33,16.33,1.5150,1.0599,262.43,39.97,27.05,Cloudy,114,47674.77,427.22,5986,46.69,0,7.15,88.52,1,42.45,High
PJT_431,Building,Chicago,2021-02-25,2023-10-14,16988835,21621034.93,4632199.93,721,961.50,240.50,0.4991,1.9202,449.24,-2.82,71.98,Snowy,60,31395.27,920.96,4120,51.58,7,9.33,53.74,1,40.86,High
PJT_432,Road,Seattle,2021-02-26,2023-12-21,3940113,3676483.05,-263629.95,726,1028.01,302.01,0.8946,3.5580,451.21,31.76,79.23,Stormy,299,20630.28,429.41,2923,94.65,1,5.35,76.19,0,81.18,High
PJT_433,Dam,Chicago,2021-02-27,2023-03-18,9652630,10022100.16,369470.16,460,749.25,289.25,1.9160,0.3040,487.61,0.46,77.02,Rainy,225,28961.14,562.14,2228,49.93,8,4.46,88.97,0,34.43,High
PJT_434,Dam,Houston,2021-02-28,2022-09-17,40736014,53073695.36,12337681.36,343,566.11,223.11,1.7704,3.9532,254.95,28.93,56.76,Sunny,268,14915.13,737.43,2951,50.27,0,5.80,64.59,0,94.78,High
PJT_435,Building,Seattle,2021-03-01,2023-06-17,4457446,5650118.28,1192672.28,456,838.89,382.89,0.5731,4.1171,290.57,-9.92,44.32,Stormy,298,21609.96,174.92,9999,55.84,2,4.68,80.57,0,15.15,High
PJT_436,Tunnel,Los Angeles,2021-03-02,2023-02-11,19769665,19075312.96,-694352.04,404,711.15,307.15,1.9460,2.6869,490.44,32.80,74.64,Snowy,234,38559.64,443.78,5216,92.20,9,5.96,90.84,0,34.19,High
PJT_437,Bridge,New York,2021-03-03,2022-07-11,49976847,66073688.77,16096841.77,339,495.41,156.41,0.8004,4.5108,92.16,-0.02,32.95,Cloudy,98,30634.61,949.02,3955,78.85,0,3.79,94.26,1,71.86,High
PJT_438,Dam,Houston,2021-03-04,2021-12-13,17458706,20003586.57,2544880.57,326,284.19,-41.81,1.3257,2.0125,375.94,-2.45,72.53,Snowy,204,9487.85,445.59,2802,89.59,0,2.19,88.51,0,94.47,Medium
PJT_439,Bridge,Houston,2021-03-05,2022-11-11,8136285,9784213.12,1647928.12,189,616.54,427.54,1.6547,4.2636,88.23,-2.34,73.18,Rainy,258,12341.50,398.58,3531,54.63,8,7.23,81.37,1,84.24,High
PJT_440,Tunnel,Chicago,2021-03-06,2022-06-06,28869282,27200428.69,-1668853.31,483,457.36,-25.64,1.8331,0.1200,242.21,-1.89,65.88,Cloudy,285,44554.55,446.27,2841,69.51,1,3.02,97.82,0,16.87,Low
PJT_441,Building,Houston,2021-03-07,2023-10-21,6691120,9582561.84,2891441.84,549,958.36,409.36,1.2486,0.8903,288.72,22.98,67.56,Cloudy,278,35027.30,371.41,5702,60.90,1,3.44,74.96,0,33.89,High
PJT_442,Tunnel,Houston,2021-03-08,2023-01-01,10837427,11467801.14,630374.14,332,664.23,332.23,0.8421,3.6067,403.50,16.31,24.71,Stormy,159,48181.34,350.63,2481,59.38,2,2.64,69.25,0,48.14,High
PJT_443,Road,Chicago,2021-03-09,2023-09-22,44886124,65041932.18,20155808.18,831,927.74,96.74,0.8281,2.7467,292.44,17.09,57.53,Cloudy,148,8762.80,743.43,9633,74.67,3,7.33,61.76,1,99.45,High
PJT_444,Tunnel,Los Angeles,2021-03-10,2023-09-18,9965252,14435541.13,4470289.13,751,922.18,171.18,0.2132,1.7467,431.94,37.67,77.33,Sunny,167,11486.31,867.98,7898,54.55,3,1.50,56.89,0,73.36,High
PJT_445,Road,Houston,2021-03-11,2024-10-24,25943306,22963825.60,-2979480.40,892,1323.40,431.40,0.3014,2.9080,264.57,22.67,31.07,Cloudy,143,11357.49,320.54,1204,74.15,6,2.35,59.12,0,77.33,High
PJT_446,Building,New York,2021-03-12,2023-09-01,30794566,41816187.22,11021621.22,601,903.96,302.96,1.4210,1.4338,120.15,38.46,22.25,Cloudy,178,12215.70,456.75,7940,80.79,7,5.99,91.48,0,55.17,High
PJT_447,Dam,New York,2021-03-13,2022-04-21,7169755,8524664.32,1354909.32,340,404.07,64.07,1.9581,0.6257,145.34,24.05,35.32,Cloudy,260,38569.81,603.36,2264,88.99,7,5.30,82.63,0,44.24,High
PJT_448,Tunnel,Los Angeles,2021-03-14,2023-11-25,19113995,17593678.80,-1520316.20,842,986.84,144.84,0.2478,3.0160,430.97,-8.46,39.75,Stormy,77,7939.36,637.40,6064,51.26,3,6.75,51.62,0,97.90,Medium
PJT_449,Bridge,Houston,2021-03-15,2024-06-26,33467737,29441313.83,-4026423.17,757,1199.84,442.84,0.6977,4.7175,53.82,9.62,39.77,Rainy,178,13769.77,776.66,6830,98.43,1,3.98,94.83,1,55.20,High
PJT_450,Dam,Houston,2021-03-16,2024-04-11,33007776,40636956.75,7629180.75,781,1122.92,341.92,1.7189,1.4506,118.19,15.47,81.96,Snowy,293,37330.82,895.96,3307,86.13,2,9.94,75.08,1,64.79,High
PJT_451,Bridge,Los Angeles,2021-03-17,2023-11-16,23751294,24678711.57,927417.57,638,974.24,336.24,1.2846,4.7007,68.01,29.20,67.80,Cloudy,103,49865.43,646.19,3496,74.01,7,1.88,50.75,1,37.86,High
PJT_452,Tunnel,New York,2021-03-17,2022-05-28,12389557,18053274.25,5663717.25,276,437.05,161.05,0.4068,1.4006,213.50,-5.09,32.54,Rainy,116,49376.45,980.64,8242,79.02,2,9.46,98.58,1,42.71,High
PJT_453,Building,New York,2021-03-18,2023-11-15,46673271,43585355.96,-3087915.04,598,972.21,374.21,0.7968,4.2242,478.42,10.55,67.75,Stormy,165,16827.23,887.98,1699,77.24,0,7.67,62.24,1,10.71,High
PJT_454,Tunnel,Los Angeles,2021-03-19,2022-10-07,27795255,39052026.80,11256771.80,564,567.85,3.85,0.5238,4.3708,351.12,9.19,52.79,Stormy,280,41823.04,198.21,3953,83.91,6,7.91,59.97,1,38.56,High
PJT_455,Bridge,New York,2021-03-20,2023-02-07,32958547,30463986.51,-2494560.49,397,689.21,292.21,0.9637,2.7254,476.84,-2.00,34.94,Stormy,58,49451.48,796.78,2022,96.19,5,8.11,98.93,1,29.03,High
PJT_456,Tunnel,New York,2021-03-21,2022-08-12,12818248,11591981.77,-1226266.23,456,509.60,53.60,0.2316,2.0253,184.25,29.17,80.99,Stormy,104,35134.00,333.50,1880,45.55,6,4.08,87.66,1,41.43,High
PJT_457,Road,New York,2021-03-22,2023-08-08,11783666,17411938.36,5628272.36,666,869.82,203.82,0.9299,4.5630,306.64,35.27,59.26,Stormy,100,8501.39,701.17,3369,59.42,5,1.13,94.83,1,54.95,High
PJT_458,Building,Houston,2021-03-23,2023-12-23,35943028,47426319.54,11483291.54,870,1005.38,135.38,1.9777,4.7166,435.77,24.89,64.72,Stormy,74,6641.87,771.14,4074,65.21,8,7.97,80.05,1,28.88,High
PJT_459,Dam,Chicago,2021-03-24,2022-01-28,25413832,21869220.62,-3544611.38,194,310.24,116.24,1.8036,2.5104,440.49,28.46,65.42,Rainy,155,23467.41,416.99,9887,65.55,5,2.02,58.79,0,25.92,Medium
PJT_460,Bridge,Seattle,2021-03-25,2023-08-28,20127900,28165162.60,8037262.60,735,886.01,151.01,1.4082,2.1875,177.46,24.12,84.76,Snowy,72,41267.29,193.43,1269,76.98,6,1.93,87.50,0,59.03,High
PJT_461,Road,Chicago,2021-03-26,2024-04-21,45809268,47570079.99,1760811.99,775,1122.11,347.11,0.8992,1.1144,254.58,10.96,33.69,Rainy,293,10599.83,970.85,8601,64.78,6,1.07,68.73,0,35.52,High
PJT_462,Building,Los Angeles,2021-03-27,2023-08-24,1279008,1835532.15,556524.15,604,880.85,276.85,0.8877,0.0777,119.02,10.59,77.17,Stormy,131,20079.05,963.24,8045,54.51,6,2.73,82.22,0,82.12,High
PJT_463,Bridge,New York,2021-03-28,2023-03-26,27200085,40399773.87,13199688.87,311,728.88,417.88,0.4301,4.5209,282.77,14.06,26.97,Cloudy,179,10326.77,619.24,7422,90.58,4,8.54,57.95,1,18.39,High
PJT_464,Tunnel,New York,2021-03-29,2022-06-16,40814896,38752992.68,-2061903.32,191,444.31,253.31,1.2744,2.7184,487.58,21.45,21.77,Cloudy,166,33550.84,799.83,4056,54.38,3,3.67,76.77,0,80.20,High
PJT_465,Road,Los Angeles,2021-03-30,2023-06-10,6567577,9573782.46,3006205.46,855,802.43,-52.57,1.2921,3.1919,310.71,-4.31,52.14,Stormy,81,9818.45,354.22,3959,45.57,7,8.60,95.64,1,19.06,High
PJT_466,Tunnel,New York,2021-03-31,2022-06-06,42988859,38672917.07,-4315941.93,255,432.85,177.85,1.4059,1.8763,191.11,39.96,76.60,Cloudy,126,5456.31,260.81,1515,47.03,5,9.94,74.20,1,59.18,High
PJT_467,Dam,Chicago,2021-04-01,2023-07-31,13941626,17342992.42,3401366.42,440,851.09,411.09,1.1183,2.5900,392.43,1.90,45.54,Cloudy,57,19739.29,297.79,3073,56.06,7,2.79,54.60,0,68.67,High
PJT_468,Road,New York,2021-04-02,2023-06-28,27839663,40354322.70,12514659.70,626,817.71,191.71,0.5752,0.9894,430.72,29.46,87.33,Snowy,199,40691.90,628.82,3714,87.65,7,4.90,72.31,0,34.45,High
PJT_469,Building,Chicago,2021-04-03,2022-09-16,29810706,29209081.34,-601624.66,290,531.87,241.87,0.7705,4.4895,418.70,14.72,82.26,Stormy,114,31409.12,364.13,9691,61.14,0,2.03,90.45,1,26.73,High
PJT_470,Dam,Houston,2021-04-04,2023-02-01,25962100,24515382.47,-1446717.53,400,668.19,268.19,0.6975,0.0482,359.73,29.42,34.96,Stormy,253,19470.26,309.38,2085,63.14,9,2.91,60.87,0,74.46,High
PJT_471,Tunnel,Chicago,2021-04-05,2023-12-15,30206151,31914584.97,1708433.97,841,984.53,143.53,0.7082,0.9856,411.23,17.43,89.32,Rainy,80,10584.17,254.03,6355,75.47,3,6.19,64.25,0,87.05,Medium
PJT_472,Tunnel,New York,2021-04-06,2022-07-10,28032174,24501671.01,-3530502.99,471,460.46,-10.54,1.1136,2.6376,201.83,-9.11,52.89,Rainy,235,18544.92,385.47,6665,64.02,8,7.97,74.69,1,36.86,High
PJT_473,Road,New York,2021-04-07,2024-09-26,9147884,12788734.22,3640850.22,836,1268.59,432.59,1.8816,0.5137,150.81,35.40,29.71,Sunny,270,35941.95,492.11,3788,45.28,5,8.35,76.88,1,71.94,High
PJT_474,Tunnel,Los Angeles,2021-04-08,2021-10-27,21420562,19252317.32,-2168244.68,224,202.73,-21.27,0.7257,3.0638,415.62,4.85,31.92,Cloudy,199,25731.22,213.66,3424,85.18,6,6.73,83.41,0,31.65,High
PJT_475,Road,New York,2021-04-09,2022-10-18,33393872,33286672.23,-107199.77,467,557.61,90.61,0.6012,1.4812,87.26,20.72,81.10,Cloudy,227,8510.75,974.59,1987,52.75,3,5.21,69.25,0,40.64,Medium
PJT_476,Bridge,Chicago,2021-04-10,2024-03-25,21926250,28735074.96,6808824.96,706,1080.98,374.98,1.3450,4.2390,97.55,-2.85,84.17,Rainy,299,25359.44,658.43,4326,86.80,3,1.62,71.15,1,95.63,High
PJT_477,Bridge,Houston,2021-04-11,2022-08-18,8192284,10930693.34,2738409.34,330,494.31,164.31,0.5571,4.4705,134.16,-8.43,66.33,Rainy,140,16951.04,934.23,2377,61.27,3,2.36,75.11,1,14.78,High
